# Generated from Radheef (radheef.siyamex.com) by scripts/build_lexicon.py — do not edit by hand.
ހަ	50
ހަހަރު	50
ހަހަރުވެތި	50
ހަހަރުވެތުން	50
ހަހުރަޔާ	50
ހަހެތި	50
ހަށަ	50
ހަށަހޮއްލުން	50
ހަށަނަރަ	50
ހަށަން	50
ހަށަންބަނުން	50
ހަށަންބަންތަކުބީރު	50
ހަށަންފުޅަށް	30
ހަށަންފުޅު	50
ހަށަންފުޅުބެންނެވުން	50
ހަށަބަހަ	50
ހަށަބަސް	50
ހަށަވާޅު	50
ހަށަވާދަ	50
ހަށަވާދަކިޔުން	50
ހަށަވާލި	50
ހަށަމަށްއަތްއެރުވުން	50
ހަށަފާޅަ	50
ހަށަގެހުން	50
ހަށި	50
ހަށިހިރު	50
ހަށިހުއްދަ	50
ހަށިހުއްދަވުން	50
ހަށިހެއު	50
ހަށިހެއުވުން	50
ހަށިހެދުން	50
ހަށިހެޔޮ	50
ހަށިހެޔޮކަން	50
ހަށިހެޔޮވުން	50
ހަށިބުރަ	50
ހަށިބުރަކަން	50
ހަށިބުރަވުން	50
ހަށިކާހިސާބަ	50
ހަށިކާތަން	50
ހަށިކެއުން	50
ހަށިކޮޅުބުރަފުޅުވުން	50
ހަށިކޮޅުފަސޭހަފުޅު	50
ހަށިކޮޅުފަސޭހަފުޅުކަން	50
ހަށިކޮޅުފަސޭހަފުޅުވުން	50
ހަށިކޮޅުފުރާނޭވާފުޅުލެއްވުން	50
ހަށިވައު	50
ހަށިފަސޭހަ	50
ހަށިފަސޭހަކޮށްލުން	50
ހަށިފަސޭހަވުން	50
ހަށިފުރާނޭވާލުން	50
ހަށިފުރާނޭވާލެއްވުން	50
ހަށިފޮޅައިލުން	50
ހަށިފޮޅައިލެއްވުން	50
ހަށިލުއި	50
ހަށިލުއިކަން	50
ހަށިލުއިވުން	50
ހަށިގަނޑު	50
ހަށީފެން	50
ހަށުގަނޑަ	50
ހަނކާނ	20
ހަނކިބޮލި	20
ހަނދަ	50
ހަނދަރަބޮލި	50
ހަނދަވަރަކޮކާ	50
ހަނދަމަގަ	50
ހަނދަފަޅަ	50
ހަނދަފަޅި	50
ހަނދަލަ	50
ހަނދަލާގެ	50
ހަނދާނީހަދިޔާ	50
ހަނދާނީލިޔުން	50
ހަނދާން	50
ހަނދާންނެތުން	50
ހަނދާންކުރުން	50
ހަނދާންވުން	50
ހަނދި	50
ހަނދިއެޅުން	50
ހަނދިވަޅު	50
ހަނދިވާލި	50
ހަނދު	50
ހަނދުބަލާރޭ	50
