# Generated from the Dhivehi Wikipedia dump by scripts/build_corpus.py — do not edit by hand.
އެވެ	6946
އަކީ	5954
ޤިސްމު	3633
އާއި	3580
ތެރޭގައި	3355
ގޮތުގައި	2346
މުޙައްމަދު	2319
ވަނީ	2268
މަހުގެ	2264
އޮފް	2259
ވެއެވެ	2183
އެއީ	2105
ހުރެއެވެ	2103
ތެރެއިން	1811
ގޮތުން	1782
ސަބަބުން	1608
އެހެން	1509
އޭގެ	1396
ދިވެހިރާއްޖޭގެ	1384
އިބްރާހީމް	1281
ގައެވެ	1237
ހިމެނެއެވެ	1232
ހުންނަނީ	1175
މީގެ	1142
އަހަރުގެ	1127
ހިމެނޭ	1121
އޭނާގެ	1119
ފިލްމް	1116
އިތުރުން	1107
ކުރެއްވި	981
ކުރިން	976
ހުރި	970
ރާއްޖޭގެ	966
އެންޑް	906
ޢަލީ	887
ދިވެހިރާއްޖޭގައި	860
ބޭފުޅެކެވެ	860
ޙަސަން	848
ފެށިގެން	831
އެކެވެ	775
ދުވަހެވެ	761
ކަމުގައި	758
ކަމެކެވެ	753
ސިފައިންގެ	741
ގޮތެއްގައި	722
ތަކުގެ	719
އެވޯޑް	711
ލޭގެ	705
ގިނައިން	700
ބަލިތައް	683
އޮތީ	674
އާންމު	669
ދުވަހު	658
ކުރެވޭ	643
މީހުންނަށް	643
ގުޅިގެން	629
މައްޗަށް	626
ފިލްމީ	622
މަސްތައް	616
މަތީ	615
ސުލްޠާން	611
ހަށިގަނޑުގެ	610
މަހެކެވެ	609
ޢަބްދު	605
މިގޮތުން	601
ދީދީ	601
ދެމެދުގެ	600
އޮންނަ	582
އަޙްމަދު	569
ބަހުން	559
ކަންތައްތައް	559
ހަށިގަނޑުގައި	543
ޙުސައިން	541
އިންސާނާގެ	525
ކިޔަނީ	520
އެމެރިކާގެ	517
އިސްލާމީ	516
ހަށިގަނޑަށް	516
ފަރާތުން	504
މީލާދީން	496
އެހެންކަމުން	493
ން	488
ކުޑަކަމުދާ	487
ގައުމީ	486
ބޮޑަށް	484
ނޫނެވެ	484
މޫސާ	481
ކުލަ	472
އައި	465
ރާއްޖޭގައި	464
ހިޖުރައިން	464
ކަމުގައިވާ	452
ދުނިޔޭގައި	449
އެތައް	448
ފަރާތު	448
ޖިންސީ	448
ތަކުގައި	446
އިޤްތިޞާދު	444
މިފަދަ	444
ކެންސަރު	444
ކޮތަރިބައިގައި	444
އަހުމަދު	442
ޖެނެރަލް	441
ޙަޔާތުނާމާ	441
މުހިއްމު	436
މިބާވަތުގެ	431
މީހުންނެވެ	429
ޖެހޭ	428
މީލާދީ	427
ރަށެކެވެ	426
އެކުލެވޭ	424
ދެއެވެ	422
ކަމުގެ	420
ނިސްބަތްވާ	417
އިގިރޭސި	416
ޖެނުއަރީ	411
އެގޮތުން	411
އިތުރަށް	408
ދުވަހެއްގެ	408
އެއަށްފަހު	407
އުފަންވި	403
އާންމުކޮށް	402
މާނައަކީ	401
ކުލައަކީ	400
މަރުވި	399
ތެރެއަށް	395
ކުރުމުގެ	394
ޑީ	393
ކުރެވެއެވެ	393
ސެލް	393
ކަލަންޑަރުގެ	391
އަށެވެ	389
ބަލާއިރު	389
އަންނަ	389
ކާތަކެތި	383
ގްލޭންޑް	382
ދެން	381
ޙާދިސާތައް	375
ސަރުކާރުގެ	374
އުމުރުން	370
ބަލީގެ	370
ބަނޑުދަށް	369
ދުވަސްތަކާއި	366
އިންނަނީ	366
އިންނަ	364
ބޭނުންވާ	363
އަދަދަކަށް	361
މިމަސް	360
ދިރިއުޅޭ	357
ހަމައަށް	355
ކުރުމަށް	354
ފަހަރަށް	352
އިންޑިޔާގެ	349
މިގޮތަށް	347
ބޭނުންކުރާ	347
މޯލްޑިވްސް	346
ޕީއެޗްޑީ	344
ކުރެއްވީ	342
އުފައްދާ	338
ދިޔައެވެ	337
ވިޓަމިން	333
ކަމުން	332
އޮންނަނީ	332
ޚިދުމަތުގެ	331
އާއިލާ	331
ހުންނެވި	328
ދުވަހުގެ	326
ނުވެއެވެ	326
ސަރުކާރުން	321
ކުރީގެ	320
އުޅެއެވެ	320
ލީޕް	319
ޤައުމެކެވެ	317
ގޮތުގައެވެ	317
